area,Date,C_025,C_25,C_50,C_75,C_975,provenance
Buckinghamshire,2020-08-11,5.0,5.0,5.0,5.0,5.1,inferred
Buckinghamshire,2020-08-12,5.6,5.6,5.6,5.6,5.6,inferred
Buckinghamshire,2020-08-13,6.1,6.1,6.1,6.1,6.1,inferred
Buckinghamshire,2020-08-14,6.2,6.2,6.3,6.4,6.4,inferred
Buckinghamshire,2020-08-15,5.9,6.2,6.3,6.6,6.9,inferred
Buckinghamshire,2020-08-16,5.3,6.1,6.3,6.7,7.6,inferred
Buckinghamshire,2020-08-17,4.9,6.1,6.4,6.7,8.4,inferred
Buckinghamshire,2020-08-18,5.2,6.1,6.6,6.8,9.1,inferred
Buckinghamshire,2020-08-19,6.2,6.5,6.8,7.3,9.3,inferred
Buckinghamshire,2020-08-20,6.4,6.9,7.2,7.4,9.4,inferred
Buckinghamshire,2020-08-21,6.6,6.9,7.6,8.1,9.9,inferred
Buckinghamshire,2020-08-22,6.6,7.0,7.5,8.5,10.2,inferred
Buckinghamshire,2020-08-23,6.6,7.2,7.5,9.0,10.0,inferred
Buckinghamshire,2020-08-24,6.6,7.3,8.0,9.7,10.7,inferred
Buckinghamshire,2020-08-25,6.8,7.7,8.8,9.9,11.6,inferred
Buckinghamshire,2020-08-26,7.1,8.2,9.3,10.3,12.3,inferred
Buckinghamshire,2020-08-27,7.6,8.8,9.8,10.8,12.8,inferred
Buckinghamshire,2020-08-28,8.0,10.2,10.4,11.2,13.0,inferred
Buckinghamshire,2020-08-29,8.2,10.3,10.9,12.1,12.5,inferred
Buckinghamshire,2020-08-30,8.5,9.8,11.1,11.6,13.1,inferred
Buckinghamshire,2020-08-31,8.9,9.7,10.7,10.9,13.0,inferred
Buckinghamshire,2020-09-01,9.3,9.5,10.2,10.5,12.1,inferred
Buckinghamshire,2020-09-02,9.2,9.6,10.1,10.5,11.2,inferred
Buckinghamshire,2020-09-03,8.3,9.4,10.1,10.7,10.9,inferred
Buckinghamshire,2020-09-04,7.5,9.3,9.8,11.0,11.2,inferred
Buckinghamshire,2020-09-05,7.2,9.3,10.0,10.8,11.6,inferred
Buckinghamshire,2020-09-06,7.6,9.5,10.1,11.2,11.7,inferred
Buckinghamshire,2020-09-07,8.4,9.2,10.3,11.1,11.8,inferred
Buckinghamshire,2020-09-08,8.3,9.1,10.1,11.0,11.7,inferred
Buckinghamshire,2020-09-09,8.6,8.9,9.5,10.8,12.1,inferred
Buckinghamshire,2020-09-10,7.5,9.0,9.1,10.2,11.7,inferred
Buckinghamshire,2020-09-11,6.7,8.1,9.1,9.9,11.3,inferred
Buckinghamshire,2020-09-12,6.6,7.8,8.6,9.9,11.3,inferred
Buckinghamshire,2020-09-13,7.3,7.9,8.4,9.5,11.5,inferred
Buckinghamshire,2020-09-14,7.8,8.4,8.7,9.4,11.4,inferred
Buckinghamshire,2020-09-15,7.9,8.6,9.4,10.5,11.2,inferred
Buckinghamshire,2020-09-16,8.2,9.4,10.0,11.7,12.5,inferred
Buckinghamshire,2020-09-17,9.5,9.9,11.3,13.1,14.3,inferred
Buckinghamshire,2020-09-18,10.4,10.7,12.4,13.6,15.2,inferred
Buckinghamshire,2020-09-19,10.9,11.8,13.2,13.9,15.2,inferred
Buckinghamshire,2020-09-20,11.3,13.1,13.8,14.5,14.6,inferred
Buckinghamshire,2020-09-21,11.6,13.9,14.1,14.6,14.9,inferred
Buckinghamshire,2020-09-22,11.8,13.8,14.6,15.2,15.5,inferred
Buckinghamshire,2020-09-23,12.0,14.0,14.7,16.1,16.9,inferred
Buckinghamshire,2020-09-24,12.6,14.7,15.2,16.1,18.6,inferred
Buckinghamshire,2020-09-25,14.0,15.7,16.0,16.7,20.1,inferred
Buckinghamshire,2020-09-26,15.7,16.3,17.4,18.6,21.2,inferred
Buckinghamshire,2020-09-27,16.6,18.2,19.5,21.0,22.5,inferred
Buckinghamshire,2020-09-28,18.2,19.5,21.6,22.9,25.0,inferred
Buckinghamshire,2020-09-29,20.5,22.6,24.0,25.3,27.6,inferred
Buckinghamshire,2020-09-30,23.0,24.8,26.6,29.1,31.3,inferred
Buckinghamshire,2020-10-01,26.3,28.0,29.4,31.4,34.9,inferred
Buckinghamshire,2020-10-02,30.3,30.9,32.2,34.3,38.6,inferred
Buckinghamshire,2020-10-03,32.2,33.8,35.0,36.6,43.0,inferred
Buckinghamshire,2020-10-04,34.5,37.1,38.1,39.7,47.6,inferred
Buckinghamshire,2020-10-05,36.9,40.4,41.5,43.4,51.8,inferred
Buckinghamshire,2020-10-06,39.5,43.1,44.2,46.7,55.6,inferred
Buckinghamshire,2020-10-07,42.0,43.7,48.0,50.6,59.0,inferred
Buckinghamshire,2020-10-08,40.4,46.0,50.9,53.1,61.5,inferred
Buckinghamshire,2020-10-09,39.5,48.7,52.9,57.0,63.4,inferred
Buckinghamshire,2020-10-10,40.6,51.6,54.6,60.7,65.1,inferred
Buckinghamshire,2020-10-11,44.3,53.4,56.6,63.5,67.1,inferred
Buckinghamshire,2020-10-12,49.4,57.0,58.8,65.9,68.7,inferred
Buckinghamshire,2020-10-13,55.1,60.4,62.6,68.2,69.8,inferred
Buckinghamshire,2020-10-14,61.0,62.7,65.8,69.8,70.3,inferred
Buckinghamshire,2020-10-15,64.8,66.3,68.1,71.1,73.6,inferred
Buckinghamshire,2020-10-16,66.6,69.8,71.4,73.2,76.8,inferred
Buckinghamshire,2020-10-17,67.6,73.5,74.2,77.8,78.6,inferred
Buckinghamshire,2020-10-18,70.4,75.8,78.7,80.2,84.3,inferred
Buckinghamshire,2020-10-19,74.6,80.2,82.1,84.1,90.0,inferred
Buckinghamshire,2020-10-20,78.6,81.1,85.6,89.0,93.6,inferred
Buckinghamshire,2020-10-21,80.2,83.7,88.5,91.9,95.0,inferred
Buckinghamshire,2020-10-22,79.1,87.2,91.6,94.2,97.2,inferred
Buckinghamshire,2020-10-23,78.1,87.1,92.1,98.5,101.5,inferred
Buckinghamshire,2020-10-24,79.2,85.8,92.1,102.6,104.7,inferred
Buckinghamshire,2020-10-25,81.3,86.0,92.8,102.0,108.9,inferred
Buckinghamshire,2020-10-26,83.9,88.1,94.4,101.8,116.2,inferred
Buckinghamshire,2020-10-27,86.8,90.2,97.5,102.2,124.2,inferred
Buckinghamshire,2020-10-28,87.4,95.2,99.3,107.3,131.2,inferred
Buckinghamshire,2020-10-29,88.1,99.5,101.8,110.2,137.3,inferred
Buckinghamshire,2020-10-30,90.1,102.1,104.2,106.6,142.2,inferred
Buckinghamshire,2020-10-31,93.4,99.7,105.2,112.6,144.2,inferred
Buckinghamshire,2020-11-01,97.3,100.9,107.0,117.8,143.1,inferred
Buckinghamshire,2020-11-02,100.1,102.2,107.5,114.6,141.0,inferred
Buckinghamshire,2020-11-03,102.7,107.7,109.6,112.5,140.2,inferred
Buckinghamshire,2020-11-04,104.2,111.5,113.8,115.0,139.9,inferred
Buckinghamshire,2020-11-05,105.4,111.2,115.0,124.3,138.5,inferred
Buckinghamshire,2020-11-06,107.7,110.8,114.7,128.7,136.4,inferred
Buckinghamshire,2020-11-07,109.4,110.7,116.1,131.8,133.6,inferred
Buckinghamshire,2020-11-08,108.6,112.8,118.6,129.2,132.4,inferred
Buckinghamshire,2020-11-09,109.6,114.0,119.4,126.7,129.9,inferred
Buckinghamshire,2020-11-10,111.5,114.6,117.9,125.7,130.1,inferred
Buckinghamshire,2020-11-11,113.0,113.6,118.1,124.5,130.5,inferred
Buckinghamshire,2020-11-12,110.4,113.4,116.5,124.1,131.1,inferred
Buckinghamshire,2020-11-13,107.4,110.9,117.0,120.9,131.2,inferred
Buckinghamshire,2020-11-14,103.9,108.6,113.5,123.9,131.5,inferred
Buckinghamshire,2020-11-15,103.1,106.2,111.0,122.3,127.2,inferred
Buckinghamshire,2020-11-16,101.6,103.8,109.8,115.5,126.1,inferred
Buckinghamshire,2020-11-17,98.1,102.8,105.3,115.2,123.5,inferred
Buckinghamshire,2020-11-18,93.6,95.8,103.5,113.9,117.9,inferred
Buckinghamshire,2020-11-19,86.8,93.8,102.3,110.2,118.4,inferred
Buckinghamshire,2020-11-20,83.9,90.0,100.6,105.3,118.3,inferred
Buckinghamshire,2020-11-21,85.2,88.4,96.6,106.9,118.5,inferred
Buckinghamshire,2020-11-22,86.6,91.3,94.8,109.7,119.4,inferred
Buckinghamshire,2020-11-23,86.9,95.2,98.6,110.6,120.7,inferred
Cherwell,2020-08-11,1.6,1.6,1.6,1.6,1.6,inferred
Cherwell,2020-08-12,1.6,1.6,1.6,1.6,1.6,inferred
Cherwell,2020-08-13,1.5,1.5,1.5,1.5,1.5,inferred
Cherwell,2020-08-14,1.4,1.4,1.4,1.4,1.4,inferred
Cherwell,2020-08-15,1.2,1.3,1.3,1.4,1.6,inferred
Cherwell,2020-08-16,1.1,1.2,1.4,1.6,1.7,inferred
Cherwell,2020-08-17,1.1,1.3,1.4,1.8,2.0,inferred
Cherwell,2020-08-18,1.1,1.5,1.6,2.0,2.2,inferred
Cherwell,2020-08-19,1.1,1.6,1.6,2.0,2.3,inferred
Cherwell,2020-08-20,1.0,1.7,1.7,1.8,2.4,inferred
Cherwell,2020-08-21,1.0,1.7,1.7,1.9,2.4,inferred
Cherwell,2020-08-22,1.0,1.6,1.7,2.0,2.3,inferred
Cherwell,2020-08-23,1.1,1.4,1.6,1.9,2.1,inferred
Cherwell,2020-08-24,1.2,1.3,1.5,1.7,2.1,inferred
Cherwell,2020-08-25,1.1,1.2,1.4,1.5,2.0,inferred
Cherwell,2020-08-26,1.0,1.1,1.3,1.5,1.8,inferred
Cherwell,2020-08-27,1.0,1.0,1.3,1.5,1.6,inferred
Cherwell,2020-08-28,1.0,1.0,1.3,1.4,1.6,inferred
Cherwell,2020-08-29,1.1,1.1,1.2,1.4,1.7,inferred
Cherwell,2020-08-30,1.1,1.1,1.3,1.6,2.1,inferred
Cherwell,2020-08-31,1.1,1.2,1.5,2.0,2.4,inferred
Cherwell,2020-09-01,1.2,1.5,1.7,2.3,2.5,inferred
Cherwell,2020-09-02,1.2,1.7,2.1,2.5,2.7,inferred
