area,Date,Rt_025,Rt_05,Rt_10,Rt_20,Rt_25,Rt_30,Rt_40,Rt_50,Rt_60,Rt_70,Rt_75,Rt_80,Rt_90,Rt_95,Rt_975,provenance
"North East and Yorkshire",2023-01-26, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-01-27, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-01-28, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-01-29, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-01-30, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-01-31, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-02-01, 1.06, 1.07, 1.08, 1.09, 1.09, 1.10, 1.10, 1.11, 1.13, 1.16, 1.16, 1.17, 1.18, 1.19, 1.19,inferred
"North East and Yorkshire",2023-02-02, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-03, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-04, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-05, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-06, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-07, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-08, 1.08, 1.08, 1.09, 1.10, 1.10, 1.10, 1.11, 1.11, 1.12, 1.13, 1.13, 1.14, 1.15, 1.18, 1.20,inferred
"North East and Yorkshire",2023-02-09, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-10, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-11, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-12, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-13, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-14, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-15, 1.04, 1.04, 1.05, 1.06, 1.07, 1.08, 1.09, 1.11, 1.12, 1.13, 1.13, 1.14, 1.17, 1.19, 1.21,inferred
"North East and Yorkshire",2023-02-16, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-17, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-18, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-19, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-20, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-21, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-22, 0.99, 0.99, 1.00, 1.01, 1.01, 1.01, 1.02, 1.03, 1.04, 1.04, 1.05, 1.05, 1.07, 1.08, 1.09,inferred
"North East and Yorkshire",2023-02-23, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-02-24, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-02-25, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-02-26, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-02-27, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-02-28, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-03-01, 1.00, 1.01, 1.01, 1.02, 1.02, 1.03, 1.03, 1.03, 1.04, 1.05, 1.05, 1.05, 1.06, 1.07, 1.08,inferred
"North East and Yorkshire",2023-03-02, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-03, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-04, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-05, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-06, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-07, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-08, 1.01, 1.02, 1.02, 1.03, 1.03, 1.04, 1.04, 1.05, 1.05, 1.06, 1.06, 1.07, 1.08, 1.09, 1.10,inferred
"North East and Yorkshire",2023-03-09, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-10, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-11, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-12, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-13, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-14, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-15, 0.96, 0.96, 0.97, 0.97, 0.98, 0.98, 0.98, 0.99, 0.99, 1.00, 1.00, 1.00, 1.01, 1.02, 1.02,inferred
"North East and Yorkshire",2023-03-16, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-17, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-18, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-19, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-20, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-21, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-22, 0.85, 0.86, 0.87, 0.88, 0.88, 0.88, 0.89, 0.90, 0.90, 0.91, 0.91, 0.91, 0.92, 0.93, 0.93,inferred
"North East and Yorkshire",2023-03-23, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-24, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-25, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-26, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-27, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-28, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-29, 0.67, 0.69, 0.71, 0.73, 0.74, 0.74, 0.75, 0.76, 0.78, 0.80, 0.81, 0.82, 0.83, 0.84, 0.85,inferred
"North East and Yorkshire",2023-03-30, 0.64, 0.65, 0.69, 0.73, 0.73, 0.74, 0.75, 0.77, 0.79, 0.82, 0.85, 0.85, 0.87, 0.88, 0.89,inferred
"North East and Yorkshire",2023-03-31, 0.64, 0.65, 0.69, 0.73, 0.73, 0.74, 0.75, 0.77, 0.79, 0.82, 0.85, 0.85, 0.87, 0.88, 0.89,inferred
