,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26
"Adur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,1,1,2,1,1,5,3,1,5,7,6,2,0,1,2,1,4,4,7,3,5,1,3,6,6,9,1,4,5,3,4,7,9,5,4,0,5,4,1,3,2,2,2,3,3,1,1,1,1,1,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,2,1,0,0,2,1,1,0,0,0,1,1,1,0,0,3,1,3,1,1,0,4,1,2,0,2,3,3,1,2,3,2,1,0,1,1,0,0,0,1,0,0
"Allerdale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3,3,2,3,2,3,3,4,4,3,2,4,5,6,7,9,6,2,2,9,10,16,6,6,2,1,5,8,2,1,3,5,0,8,4,6,3,14,12,10,9,9,10,7,11,2,1,1,9,4,0,4,2,4,4,4,7,4,4,0,0,0,4,3,1,10,5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,3,0,2,2,1,1,0,0,1,2,0,1,3,2,0,1,0,2,1,1,4,1,0,1,1,1,3,4,2,1,0,0,0,1,2,3,0,1,0,1,2,1,1,1,2,2,0,1,2,1,3,0,1,2,0,0,1,2,4,1,0,2,7,3,3,3,3,6,3,3,4,2,0,0,0,0
"Amber Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1,1,1,1,4,5,1,4,2,2,5,4,4,3,8,1,7,4,2,1,4,2,5,3,2,1,7,3,3,7,3,4,0,5,5,6,12,11,3,11,7,5,8,6,3,7,4,2,12,7,15,10,13,3,9,6,3,4,7,4,3,4,13,5,12,2,10,2,3,4,5,8,4,2,5,3,4,3,1,0,1,0,3,2,2,1,2,2,0,2,2,0,0,2,0,0,3,2,0,0,1,0,0,0,3,0,2,2,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,9,3,3,0,4,2,4,7,2,3,4,3,8,6,12,8,5,15,8,4,4,2,3,2,0,0,0
"Arun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,2,2,3,4,1,2,4,0,2,2,5,3,6,3,3,4,3,4,5,7,3,9,12,6,4,3,2,2,2,11,8,5,4,6,12,1,12,7,5,4,1,7,7,28,11,1,4,7,6,1,3,1,10,0,3,2,7,2,0,2,3,2,1,1,0,0,1,1,0,0,2,2,0,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,2,0,2,0,1,0,1,1,0,0,1,1,0,0,1,0,2,0,1,3,1,1,3,0,3,1,4,3,1,2,1,3,0,3,3,4,0,2,0,4,1,2,3,2,2,0,0,1,0,0,0,0
"Ashfield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,4,1,0,3,2,5,8,3,2,4,3,5,10,4,4,6,5,5,4,4,4,7,12,7,17,12,14,22,12,11,4,8,16,17,7,8,8,7,8,17,9,11,5,16,7,4,16,7,6,4,2,12,3,7,4,3,5,5,13,8,8,2,7,5,3,4,2,5,5,6,4,2,2,1,0,0,0,1,0,1,0,0,0,1,0,2,1,1,0,0,0,0,1,2,0,1,0,1,2,2,0,0,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,0,1,0,2,1,2,2,0,1,0,1,1,1,0,1,1,0,1,1,0,1,2,2,3,5,4,5,3,3,12,10,10,10,2,1,5,2,3,5,2,3,8,6,8,4,6,3,6,3,1,0,0,0,0
"Ashford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,0,1,6,1,3,4,2,8,5,6,13,12,3,3,8,10,20,8,13,10,16,4,19,7,3,28,29,36,15,15,16,21,33,14,21,28,13,25,13,35,30,13,21,16,21,22,21,18,12,11,6,16,20,15,16,14,8,16,27,46,32,15,43,9,10,11,7,8,5,7,4,7,2,1,1,7,7,5,5,7,4,5,9,14,10,3,11,5,4,8,4,5,8,7,6,4,4,3,5,5,3,4,4,4,3,2,2,0,1,1,1,3,5,5,3,3,1,1,5,3,1,5,3,1,0,2,1,1,0,2,1,2,1,1,2,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,0,0,1,0,0,4,0,1,2,0,3,1,0,0,3,0,3,1,2,0,2,0,0,0,0,0
"Babergh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,3,0,0,1,3,2,3,2,3,4,3,4,1,2,3,2,3,1,1,2,2,2,1,3,11,3,14,3,6,1,6,10,6,4,2,4,8,4,4,10,4,2,3,2,6,7,1,1,2,4,4,2,3,1,3,1,4,2,6,4,17,0,1,0,1,1,3,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,2,2,0,1,0,0,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
"Barking and Dagenham",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,1,2,4,4,5,5,4,9,10,7,11,12,11,7,12,11,11,11,19,22,26,18,17,19,12,22,22,15,11,9,18,18,14,12,12,10,7,15,7,14,9,11,3,7,10,8,6,7,5,11,6,8,4,6,4,6,6,4,7,7,3,11,2,1,3,1,2,7,5,7,2,3,0,0,2,2,1,1,1,1,2,2,0,1,2,0,1,1,1,0,1,1,1,1,1,0,0,3,0,0,2,2,2,4,2,0,1,0,0,2,0,0,0,2,2,0,0,0,0,6,1,1,1,4,1,2,0,1,1,2,5,0,3,1,3,4,1,3,0,6,1,1,3,0,4,5,2,2,7,4,4,2,1,7,3,4,3,5,5,3,3,5,6,7,3,3,6,11,9,7,13,7,6,8,9,15,14,6,15,5,8,6,11,10,10,14,15,21,18,20,13,12,7,10,2,0,0,0
"Barnet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,1,3,3,11,5,6,6,10,11,7,14,26,21,18,26,31,39,46,55,54,34,30,42,48,37,65,37,38,40,37,45,49,34,21,20,18,23,21,24,20,21,15,21,14,27,11,19,17,11,17,20,25,17,19,10,9,6,12,14,10,13,7,5,8,6,11,15,5,5,3,7,11,12,15,12,5,2,2,3,1,2,1,2,2,2,2,2,0,2,1,0,2,2,1,1,1,1,1,3,0,0,1,0,1,3,0,1,0,0,1,3,1,2,2,1,1,3,3,1,0,5,1,2,5,1,1,4,2,4,7,2,3,7,3,2,5,7,4,4,6,11,4,7,4,4,0,4,5,4,6,4,6,9,4,11,6,7,11,5,7,1,8,9,9,7,3,4,5,10,7,16,13,9,13,15,18,16,14,12,19,15,14,12,13,8,11,12,14,13,8,16,17,13,15,14,15,14,9,6,3,1,0,0
"Barnsley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,1,0,2,3,5,1,4,7,13,16,10,21,15,14,13,15,33,26,14,9,12,2,13,23,16,19,25,25,21,33,27,13,12,19,16,29,23,14,34,22,16,25,19,29,32,36,29,36,26,34,35,13,31,16,14,13,25,15,10,25,35,44,10,11,14,26,23,23,26,29,11,17,11,12,14,9,11,18,14,19,13,22,12,17,15,19,15,13,22,16,23,13,15,13,17,13,18,11,12,11,9,12,12,7,12,6,3,5,6,6,8,1,5,1,4,3,3,2,4,2,2,6,4,1,5,4,2,1,3,4,3,4,7,4,3,1,3,5,4,6,5,4,6,3,10,3,3,4,8,6,4,4,3,4,3,0,3,2,5,2,1,7,2,3,4,5,1,7,8,6,6,7,5,9,17,10,8,11,8,3,11,15,16,11,10,16,12,17,12,7,10,3,3,3,0,0
"Barrow-in-Furness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,5,4,4,4,7,5,7,10,13,15,14,9,25,3,19,33,14,6,23,53,33,28,28,15,10,6,11,20,15,9,8,4,3,1,4,17,8,3,7,2,4,8,6,1,9,4,2,2,4,5,11,1,0,1,0,1,0,2,1,0,0,1,2,0,0,1,0,0,1,0,1,3,1,2,0,0,2,0,0,0,1,0,1,0,1,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,3,2,3,4,3,1,4,7,4,6,5,6,5,4,10,7,3,8,6,6,3,5,6,5,5,1,0,0
"Basildon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,7,9,8,12,9,4,7,7,10,12,15,18,10,14,5,23,21,16,8,4,6,7,9,3,6,9,10,8,11,15,20,21,19,24,23,12,23,12,14,12,13,8,15,11,7,3,31,6,1,8,9,2,10,4,0,0,2,9,9,0,3,11,22,3,2,1,3,2,4,2,3,2,3,2,4,4,4,6,4,2,3,6,5,2,1,2,2,1,1,1,4,1,1,2,0,3,0,3,2,1,4,2,1,2,2,0,2,1,0,3,2,0,0,1,3,1,1,1,4,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,1,2,2,1,2,5,5,6,2,1,2,6,5,6,2,2,2,7,5,1,2,2,2,2,3,3,7,5,4,3,10,6,10,1,9,6,0,1,1,0,0
"Basingstoke and Deane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,1,2,13,3,0,0,3,5,3,6,7,1,1,13,7,8,19,14,24,14,27,23,19,27,33,17,19,27,20,21,20,25,10,11,19,15,11,11,9,10,14,12,16,18,14,7,13,7,13,20,6,11,11,5,11,19,6,3,8,6,4,5,14,3,17,1,6,2,3,11,39,6,14,23,9,3,3,3,0,1,2,1,5,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,2,0,1,1,3,1,2,2,1,2,3,1,4,3,2,1,0,0,3,1,0,1,0,3,3,3,6,4,6,7,1,1,0,0,3,0,0,0,0,0
"Bassetlaw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,1,1,7,4,8,9,5,1,5,5,1,0,5,10,11,4,6,10,8,2,10,9,9,5,2,1,1,6,5,10,4,6,4,2,7,10,10,5,3,2,2,6,7,0,8,5,4,6,8,9,7,2,15,4,15,10,7,48,3,3,3,3,5,3,5,9,4,2,10,6,5,5,5,6,9,2,6,9,4,9,2,4,5,7,2,3,5,2,3,2,4,3,0,0,2,0,2,2,0,2,0,4,1,0,2,0,2,2,1,0,0,0,1,2,2,6,0,2,1,1,2,0,5,2,3,1,0,1,1,3,3,2,3,0,3,2,3,0,3,1,1,0,5,2,1,1,2,1,1,1,2,1,1,0,1,1,3,5,3,4,3,1,1,2,1,4,0,1,3,1,2,3,2,3,4,2,3,3,2,0,1,0,0,0,0
"Bath and North East Somerset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,5,3,3,1,2,4,3,4,5,4,2,6,5,0,5,4,4,1,5,11,7,8,11,16,10,2,6,9,8,5,6,5,10,4,5,9,6,8,3,7,4,3,8,10,6,8,4,3,4,3,2,2,0,4,7,2,1,1,0,3,3,0,0,7,6,3,2,0,1,3,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,2,1,0,1,2,2,0,0,1,0,1,0,1,0,0,1,1,0,5,3,1,3,1,3,3,3,2,2,1,1,2,3,4,3,2,2,5,2,4,3,3,3,7,5,4,4,2,1,2,1,4,6,1,6,7,5,1,4,5,8,7,3,2,3,0,0,0
"Bedford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,1,5,11,8,6,9,15,5,3,7,13,12,12,20,5,6,13,16,20,22,17,10,10,16,20,13,20,17,13,5,8,23,15,34,14,5,7,34,13,25,22,10,10,23,18,14,13,30,13,7,9,11,15,20,14,11,10,15,19,19,28,33,21,15,12,11,11,16,5,9,5,10,13,13,9,8,13,15,10,8,6,6,10,7,9,11,10,7,5,6,9,3,7,7,8,4,4,4,5,4,2,5,4,2,1,2,1,3,3,3,7,4,4,4,3,1,2,3,5,6,0,5,3,3,4,1,2,3,6,7,2,5,5,4,2,0,1,3,1,0,4,1,1,5,2,2,3,4,3,1,5,1,3,3,8,6,1,6,3,6,2,7,8,7,1,6,8,6,7,4,4,1,5,4,4,6,10,10,9,10,8,15,12,4,6,1,3,1,0,0
"Bexley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,4,3,1,4,6,6,5,9,4,10,17,13,19,11,19,10,14,15,21,30,26,31,28,20,24,48,16,18,19,16,11,12,25,19,23,18,10,22,14,15,18,14,18,15,6,14,15,17,16,17,17,8,9,6,14,11,8,4,8,7,11,6,11,2,1,6,9,3,9,19,13,3,3,5,3,2,1,1,2,2,4,2,0,2,0,1,1,2,1,2,2,1,2,0,1,3,1,1,4,2,0,1,1,0,0,2,3,0,1,1,1,4,2,0,1,1,0,2,4,3,1,1,1,5,2,2,3,1,4,2,0,2,2,2,3,2,0,1,1,0,0,1,2,0,2,0,1,1,3,6,2,3,0,1,3,5,2,1,1,2,2,1,6,7,3,4,7,9,3,3,2,4,1,6,4,5,4,2,2,9,2,4,3,10,6,14,6,11,7,9,4,4,1,3,0,1,0,0
"Birmingham",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,4,6,7,14,7,12,15,24,32,35,52,30,26,64,67,61,92,70,80,108,122,131,107,102,81,87,72,63,77,77,49,60,33,46,37,71,78,116,96,109,64,59,87,107,91,73,65,50,56,44,74,78,79,40,53,27,55,40,47,56,37,36,41,38,49,37,44,33,25,30,53,40,39,53,41,19,30,17,12,18,18,17,12,16,16,21,15,9,2,26,9,21,16,19,9,18,20,10,16,16,12,17,14,4,8,12,5,10,6,6,6,8,10,10,9,4,7,6,18,9,16,19,21,25,29,26,27,19,28,18,42,13,14,24,16,19,17,19,31,21,15,30,23,27,33,44,51,52,49,70,57,74,29,50,34,32,40,37,35,43,47,41,44,33,34,38,70,48,57,53,67,61,67,127,125,128,166,168,201,210,98,103,108,101,123,131,107,262,271,284,242,230,250,272,92,81,33,12,2,0,0
"Blaby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,2,1,3,2,7,3,1,0,4,3,3,1,0,4,8,2,6,0,3,8,2,2,5,4,2,3,3,1,5,4,14,4,8,2,6,13,2,2,5,0,4,4,8,11,6,3,2,7,2,10,8,6,3,2,6,3,7,7,5,20,8,18,18,6,9,9,0,5,4,2,2,3,4,3,0,2,4,0,2,2,0,4,7,2,2,6,3,0,4,2,3,2,5,2,4,2,4,0,2,3,2,4,4,2,3,3,1,1,2,3,1,2,1,2,1,3,2,1,0,1,2,0,1,1,0,3,1,0,0,0,1,0,1,0,2,2,0,1,2,1,0,0,2,1,3,4,5,1,1,1,6,3,1,2,5,1,2,3,3,6,4,4,2,3,7,7,9,8,7,4,4,5,6,3,3,3,6,5,6,7,5,6,0,7,6,7,2,6,2,0,0,0,0
"Blackburn with Darwen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,4,1,2,4,4,8,8,8,8,12,9,10,8,10,14,12,17,12,10,12,11,16,9,11,5,18,9,9,13,14,24,12,7,9,19,16,20,19,15,4,9,15,12,20,17,10,16,7,12,23,12,13,9,9,6,15,15,16,24,58,13,7,6,9,4,11,10,10,8,6,7,9,2,5,3,7,4,5,6,5,7,8,10,5,6,4,10,3,4,7,5,3,9,3,5,4,9,10,4,7,10,12,10,11,12,8,16,9,16,20,15,17,12,18,19,16,27,25,17,16,26,18,12,19,15,17,17,25,15,13,16,13,12,26,18,17,16,17,11,9,15,8,10,11,11,18,15,10,6,6,6,13,15,12,9,7,20,9,9,18,21,14,24,29,15,31,31,21,23,19,26,35,45,32,42,34,47,34,28,26,26,24,11,4,0,0,0
"Blackpool",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,1,1,0,1,1,1,4,2,5,4,6,12,5,18,8,14,3,6,10,13,11,17,15,11,15,8,13,16,20,27,29,22,24,19,23,21,14,11,22,28,17,19,10,8,15,9,13,26,9,10,16,8,11,10,12,9,6,10,9,12,30,34,32,20,28,6,8,7,6,3,10,5,3,5,7,5,2,5,4,6,6,1,5,1,1,2,3,1,1,1,1,6,2,2,3,2,2,1,0,3,1,1,1,1,2,4,0,1,1,2,0,2,0,1,2,0,1,3,1,2,1,0,1,2,3,2,0,1,2,1,2,0,2,3,3,3,2,3,0,0,3,2,2,1,1,2,2,0,0,2,2,1,2,2,3,2,2,1,0,2,1,3,6,1,6,5,1,5,2,6,9,5,4,11,10,8,13,14,16,13,12,17,12,11,8,5,3,1,0,0,0
"Bolsover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,2,2,2,3,3,3,4,0,6,3,5,3,2,6,0,2,6,4,6,1,2,3,3,3,4,3,7,5,3,2,11,9,7,3,8,11,4,5,4,5,9,3,1,5,11,4,6,4,2,0,9,6,4,3,2,4,6,5,6,8,3,2,14,5,2,4,1,3,2,1,1,4,2,2,1,2,0,1,0,2,1,3,1,1,1,1,1,1,3,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,3,0,2,1,2,0,4,4,2,2,3,2,7,4,7,1,5,4,3,4,4,2,3,1,4,5,5,4,5,2,2,4,1,1,1,0,0
"Bolton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,1,0,2,3,1,3,2,2,1,3,2,5,5,6,7,11,3,17,22,25,17,35,23,15,32,24,45,42,29,30,25,35,31,41,37,26,34,36,28,29,51,37,32,16,16,15,42,43,29,35,17,21,17,25,29,13,14,7,18,20,17,11,14,23,22,15,26,50,25,16,17,22,10,20,9,9,13,6,5,7,6,6,10,5,6,9,3,9,2,4,4,7,8,10,10,7,10,11,14,8,8,9,5,10,9,8,7,6,7,9,6,4,12,5,8,6,6,4,6,4,8,7,7,6,7,6,6,6,7,8,5,9,6,12,7,12,11,13,4,12,8,7,8,10,8,15,14,10,15,5,10,13,5,6,8,6,9,3,15,8,11,14,15,41,37,49,41,40,44,53,48,54,62,92,89,102,84,97,70,90,78,94,79,107,92,92,103,87,100,81,75,48,40,21,5,1,0,0
"Boston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,1,4,1,4,3,4,4,1,4,2,6,9,3,3,13,12,6,8,12,8,9,6,5,8,5,2,6,7,6,5,10,8,2,13,4,6,9,3,8,13,10,3,4,10,6,9,7,12,6,3,7,3,12,8,17,19,7,3,6,5,5,4,4,4,5,3,3,7,2,6,3,3,4,4,3,2,1,1,0,2,2,0,1,2,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,2,0,1,2,0,0,2,1,0,0,0,1,0,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0
"Bournemouth, Christchurch and Poole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,3,0,1,0,0,1,1,1,0,3,1,1,5,5,9,9,7,6,13,6,15,12,11,8,12,20,18,15,17,22,7,22,14,18,9,26,13,13,8,9,18,7,9,9,5,38,34,21,29,20,30,11,9,17,12,9,9,8,13,10,9,17,4,4,2,8,4,2,9,4,14,1,2,2,0,4,1,1,0,0,2,4,1,1,3,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,2,1,0,1,0,3,1,2,1,1,0,2,1,1,2,2,2,0,1,0,0,1,1,0,0,1,1,2,0,2,1,1,1,0,3,1,3,3,2,2,1,0,3,3,1,5,2,1,6,3,7,3,3,10,6,12,5,15,11,13,14,14,17,7,6,13,6,11,6,14,11,11,9,7,8,4,6,12,4,3,0,1,0,0
